,id,uuid,category,muscles,muscles_secondary,equipment,license,license_author,images,exercises,variations
10,46,04e7d7e4-f8d2-406d-97df-3df3bceec22c,"{'id': 9, 'name': 'Legs'}","[{'id': 10, 'name': 'Quadriceps femoris', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-10.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-10.svg'}]","[{'id': 8, 'name': 'Gluteus maximus', 'is_front': False, 'image_url_main': '/static/images/muscles/main/muscle-8.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-8.svg'}]","[{'id': 1, 'name': 'Barbell'}]","{'id': 2, 'full_name': 'Creative Commons Attribution Share Alike 4', 'short_name': 'CC-BY-SA 4', 'url': 'https://creativecommons.org/licenses/by-sa/4.0/deed.en'}",Mikko Ruohola,[],"[{'id': 405, 'uuid': 'ae6a6c23-4616-49b7-a152-49d7461c2b7f', 'name': 'Barbell Lunges', 'description': '<p>Put barbell on the back of your shoulders. Stand upright, then take the first step forward. Step should bring you forward so that your supporting legs knee can touch the floor. Then stand back up and repeat with the other leg.</p>\n<p>Remember to keep good posture.</p>', 'creation_date': '2016-07-30', 'language': 2, 'license': 2, 'license_author': 'Mikko Ruohola'}]",13.0
11,48,67c26c9b-32f3-4b8b-b13a-4d8be4803975,"{'id': 8, 'name': 'Arms'}",[],[],"[{'id': 1, 'name': 'Barbell'}, {'id': 8, 'name': 'Bench'}]","{'id': 2, 'full_name': 'Creative Commons Attribution Share Alike 4', 'short_name': 'CC-BY-SA 4', 'url': 'https://creativecommons.org/licenses/by-sa/4.0/deed.en'}",burenl,[],"[{'id': 759, 'uuid': '95b25f5e-4a01-48f1-a3df-2b7fe8fd624d', 'name': 'Barbell Reverse Wrist Curl', 'description': '<p>Sitting on a bench, grab a barbell with your palms facing down and your hands shoulder-width apart. Rest your forearms on your thighs and allow your wrists to hang over your knees.</p>\n<p>Curl your knuckles towards your face, lifting the barbell. Pause for a moment in the top position, then slowly return the barbell to the starting position.</p>', 'creation_date': '2020-04-01', 'language': 10, 'license': 2, 'license_author': 'burenl'}]",
12,50,13234b53-ea0c-41f1-9069-776865ea8eff,"{'id': 8, 'name': 'Arms'}","[{'id': 5, 'name': 'Triceps brachii', 'is_front': False, 'image_url_main': '/static/images/muscles/main/muscle-5.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-5.svg'}]","[{'id': 2, 'name': 'Anterior deltoid', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-2.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-2.svg'}, {'id': 4, 'name': 'Pectoralis major', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-4.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-4.svg'}]","[{'id': 1, 'name': 'Barbell'}]","{'id': 2, 'full_name': 'Creative Commons Attribution Share Alike 4', 'short_name': 'CC-BY-SA 4', 'url': 'https://creativecommons.org/licenses/by-sa/4.0/deed.en'}",sevae,[],"[{'id': 344, 'uuid': '2cd5e256-20a7-4bc8-a7a8-d62bf8ce00cf', 'name': 'Barbell Triceps Extension', 'description': '<p>Position barbell overhead with narrow overhand grip.</p>\n<p>Lower forearm behind upper arm with elbows remaining overhead. Extend forearm overhead. Lower and repeat.</p>', 'creation_date': '2015-07-27', 'language': 2, 'license': 2, 'license_author': 'sevae'}]",17.0
13,51,cfb6a754-57be-431b-b8d0-d9963120bd5a,"{'id': 8, 'name': 'Arms'}",[],[],"[{'id': 1, 'name': 'Barbell'}, {'id': 8, 'name': 'Bench'}]","{'id': 2, 'full_name': 'Creative Commons Attribution Share Alike 4', 'short_name': 'CC-BY-SA 4', 'url': 'https://creativecommons.org/licenses/by-sa/4.0/deed.en'}",burenl,[],"[{'id': 758, 'uuid': '0fe97ed6-7d37-444c-90b6-f855cea68a6f', 'name': 'Barbell Wrist Curl', 'description': '<p>Sitting on a bench, grab a barbell with your palms facing up and your hands shoulder-width apart. Rest your forearms on your thighs and allow your wrists to hang over your knees. Perform the movement by curling your palms and wrists towards your face.</p>\n<p>Pause for a moment in the top position, then slowly return the barbell to the starting position.</p>\n<p>\xa0</p>', 'creation_date': '2020-04-01', 'language': 10, 'license': 2, 'license_author': 'burenl'}]",
14,56,03db11cc-8079-463c-9399-6f346b100ce6,"{'id': 10, 'name': 'Abs'}","[{'id': 6, 'name': 'Rectus abdominis', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-6.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-6.svg'}]","[{'id': 14, 'name': 'Obliquus externus abdominis', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-14.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-14.svg'}]","[{'id': 4, 'name': 'Gym mat'}]","{'id': 1, 'full_name': ' Creative Commons Attribution Share Alike 3', 'short_name': 'CC-BY-SA 3', 'url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en'}",andikeller,[],"[{'id': 259, 'uuid': 'c659577f-d9de-4e39-bcd1-1b0bf1f62d11', 'name': 'Bauch Stabilisation', 'description': '<p>Auf Rolle liegend</p>', 'creation_date': '2014-07-10', 'language': 1, 'license': 1, 'license_author': 'andikeller'}]",
15,57,b7267f90-8706-442b-b918-507e16092b8e,"{'id': 11, 'name': 'Chest'}","[{'id': 2, 'name': 'Anterior deltoid', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-2.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-2.svg'}, {'id': 7, 'name': 'Gastrocnemius', 'is_front': False, 'image_url_main': '/static/images/muscles/main/muscle-7.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-7.svg'}, {'id': 4, 'name': 'Pectoralis major', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-4.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-4.svg'}, {'id': 6, 'name': 'Rectus abdominis', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-6.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-6.svg'}, {'id': 3, 'name': 'Serratus anterior', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-3.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-3.svg'}, {'id': 15, 'name': 'Soleus', 'is_front': False, 'image_url_main': '/static/images/muscles/main/muscle-15.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-15.svg'}, {'id': 5, 'name': 'Triceps brachii', 'is_front': False, 'image_url_main': '/static/images/muscles/main/muscle-5.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-5.svg'}]","[{'id': 8, 'name': 'Gluteus maximus', 'is_front': False, 'image_url_main': '/static/images/muscles/main/muscle-8.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-8.svg'}, {'id': 12, 'name': 'Latissimus dorsi', 'is_front': False, 'image_url_main': '/static/images/muscles/main/muscle-12.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-12.svg'}, {'id': 14, 'name': 'Obliquus externus abdominis', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-14.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-14.svg'}, {'id': 10, 'name': 'Quadriceps femoris', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-10.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-10.svg'}, {'id': 9, 'name': 'Trapezius', 'is_front': False, 'image_url_main': '/static/images/muscles/main/muscle-9.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-9.svg'}]","[{'id': 7, 'name': 'none (bodyweight exercise)'}]","{'id': 2, 'full_name': 'Creative Commons Attribution Share Alike 4', 'short_name': 'CC-BY-SA 4', 'url': 'https://creativecommons.org/licenses/by-sa/4.0/deed.en'}",nate303303,[],"[{'id': 307, 'uuid': '1b8b1657-40fd-4e3b-97b7-1c79b1079f8e', 'name': 'Bear Walk', 'description': '<p>-Rest your weight on your palms and the balls of your feet, not dissimilar to normal pushup position</p>\n<p>-Move by stepping with your R palm and L foot, then your L palm and R foot.\xa0 Basically, walk like a lumbering bear.</p>\n<p>-Move as fast as you can.\xa0 Measure your reps/sets in either distance (i.e. 40 yards) or time (i.e. 45 seconds)</p>\n<p>-Works your Pecs, Deltoids, Triceps, Traps, Lats, Abs and Lower Back, Hip Flexors, Quads, Glutes and Calves</p>', 'creation_date': '2015-02-06', 'language': 2, 'license': 2, 'license_author': 'nate303303'}, {'id': 718, 'uuid': 'e4b3da5b-1803-42af-a50e-ffbac3853cd0', 'name': 'Bear Walk', 'description': '<p>-Stützen Sie Ihr Gewicht auf Ihren Handflächen und Ihren Füßen, nicht anders als in der normalen Liegestützposition</p>\n<p>\xa0</p>\n<p>- Bewegen Sie sich, indem Sie mit der R-Handfläche und dem L-Fuß, dann mit der L-Handfläche und dem R-Fuß treten. Gehen Sie im Grunde wie ein trampelnder Bär.</p>\n<p>\xa0</p>\n<p>-Bewegen Sie sich so schnell wie möglich. Messen Sie Ihre Wiederholungen / Sätze entweder in der Entfernung (d. H. 40 Meter) oder in der Zeit (d. H. 45 Sekunden).</p>\n<p>\xa0</p>\n<p>-Arbeitet an Pecs, Deltamuskeln, Trizeps, Trapezius, Lats, Abs und Lendenwirbelsäule, Hüftbeugern, Quads, Gesäßmuskeln und Waden</p>', 'creation_date': '2020-01-17', 'language': 1, 'license': 2, 'license_author': 'Wunschcoach'}]",
16,64,b955b629-5c57-4f98-b200-e96e138c300f,"{'id': 10, 'name': 'Abs'}","[{'id': 6, 'name': 'Rectus abdominis', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-6.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-6.svg'}]","[{'id': 3, 'name': 'Serratus anterior', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-3.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-3.svg'}]",[],"{'id': 1, 'full_name': ' Creative Commons Attribution Share Alike 3', 'short_name': 'CC-BY-SA 3', 'url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en'}",wger.de,[],"[{'id': 35, 'uuid': 'ecff5124-9f6a-414a-b91a-70101847b76d', 'name': 'Beinheben Aufrecht', 'description': '<p>Stelle dich mit den Unterarmen fest auf die Polster der Beinhebemaschine, der Körper hängt frei nach unten. Hebe nun die Beine so weit wie möglich nach oben, wobei an der höchsten Stelle eine kurze Pause eingelegt wird. Bringe sie dann langsam und kontrolliert wieder nach unten. Während der Übung darf der Körper nicht mitschwingen, nur die Beine sollten sich hier bewegen.</p>', 'creation_date': '2013-05-05', 'language': 1, 'license': 1, 'license_author': 'wger.de'}]",27.0
17,65,5f8370d9-aa89-4dcc-9d97-d9da86a2f183,"{'id': 10, 'name': 'Abs'}","[{'id': 6, 'name': 'Rectus abdominis', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-6.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-6.svg'}]",[],"[{'id': 6, 'name': 'Pull-up bar'}]","{'id': 1, 'full_name': ' Creative Commons Attribution Share Alike 3', 'short_name': 'CC-BY-SA 3', 'url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en'}",Konsumopfer,[],"[{'id': 280, 'uuid': 'b85a9224-a562-4924-a0f1-5ead09943c75', 'name': 'Beinheben im Hang', 'description': '<p>Ausgangspostion im Hang, die Beine sind angebhoben (Oberschenkel-Rumpf-Winkel 90°)</p>\n<p>Von hier aus kleine Hebebewegungen ausführen, die Hüftgelenke bleiben in der Endposition gebeugt (90°)</p>', 'creation_date': '2014-10-24', 'language': 1, 'license': 1, 'license_author': 'Konsumopfer'}]",
18,67,5b14e0f0-1131-4ad9-9821-5703f1370bc5,"{'id': 10, 'name': 'Abs'}","[{'id': 6, 'name': 'Rectus abdominis', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-6.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-6.svg'}]","[{'id': 3, 'name': 'Serratus anterior', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-3.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-3.svg'}]","[{'id': 4, 'name': 'Gym mat'}]","{'id': 1, 'full_name': ' Creative Commons Attribution Share Alike 3', 'short_name': 'CC-BY-SA 3', 'url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en'}",wger.de,"[{'id': 137, 'uuid': 'ed82d972-ebc3-4869-a90d-d59370ca3c9d', 'exercise_base': 67, 'image': 'https://wger.de/media/exercise-images/34/Leg-raises-2.png', 'is_main': True, 'status': '2', 'style': '1'}, {'id': 138, 'uuid': 'b0423bf3-779a-4af6-8eee-4387cb4641ee', 'exercise_base': 67, 'image': 'https://wger.de/media/exercise-images/34/Leg-raises-1.png', 'is_main': False, 'status': '2', 'style': '1'}]","[{'id': 34, 'uuid': '342e5889-fee2-420e-a287-f6e5a7f6c4b1', 'name': 'Beinheben Liegend', 'description': '<p>Lege dich auf die Bank und greife mit den Armen die Lehne o.Ä. damit du stabil liegst. Halte die Beine ausgestreckt und hebe sie, bis sie einen Winkel von etwa 45° bilden. Mache eine kleine Pause von ca. 1 sek. und gehe langsam wieder runter. Du kannst zur Steigerung z.B. jedes 5. Mal, eine längere Pause von 7 Sekunden machen.</p>', 'creation_date': '2013-05-05', 'language': 1, 'license': 1, 'license_author': 'wger.de'}]",27.0
19,70,27d322ba-cbf5-44fa-a3bc-1999c6711757,"{'id': 9, 'name': 'Legs'}","[{'id': 10, 'name': 'Quadriceps femoris', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-10.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-10.svg'}]",[],[],"{'id': 1, 'full_name': ' Creative Commons Attribution Share Alike 3', 'short_name': 'CC-BY-SA 3', 'url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en'}",wger.de,"[{'id': 165, 'uuid': 'be805336-00f4-4b38-9a58-3d49c6d6a449', 'exercise_base': 70, 'image': 'https://wger.de/media/exercise-images/39/Seated-leg-curl-1.png', 'is_main': True, 'status': '2', 'style': '1'}, {'id': 166, 'uuid': '2a23e37b-f1b9-4aaa-b270-4b1ab113dc04', 'exercise_base': 70, 'image': 'https://wger.de/media/exercise-images/39/Seated-leg-curl-2.png', 'is_main': False, 'status': '2', 'style': '1'}]","[{'id': 39, 'uuid': 'a07629b2-a422-4da0-b70a-810fa203bf12', 'name': 'Beinstrecker', 'description': '<p>Setze dich in die Beinstreckermaschine. Der Rücken soll einen festen Halt haben, stelle die Maschine so ein, dass du fest sitzt. In der Anfangsposition sind die Beine entwas nach hinten angewinkelt. Drücke das Gewicht nach oben bis die Beine nahezu vollständig ausgestreckt sind. Gehe langsam und kontrolliert wieder runter.</p>', 'creation_date': '2013-05-05', 'language': 1, 'license': 1, 'license_author': 'wger.de'}]",25.0
